category_label	category_name
258783	Allegro > Health > Medical equipment > Hearing Aids and Accessories > Other
258785	Allegro > Health > Medical equipment > Blood Pressure Monitors and Accessories > Blood Pressure Monitors
258786	Allegro > Health > Medical equipment > Blood Pressure Monitors and Accessories > Accessories
258788	Allegro > Health > Medical equipment > Glucose Meters and Accessories > Glucose Meters
258789	Allegro > Health > Medical equipment > Glucose Meters and Accessories > Accessories
258791	Allegro > Health > Medical equipment > Inhalers and Accessories > Inhalers
258794	Allegro > Health > Medical equipment > Electric Blankets, Pillows
258795	Allegro > Health > Medical equipment > Relaxing and Therapeutic Lamps
258796	Allegro > Health > Medical equipment > Humidifiers, Air Purifiers
258798	Allegro > Health > Medical equipment > Thermometers
258799	Allegro > Health > Medical equipment > Other
258802	Allegro > Collections and Art > Handmade > Sewing > Sewing Accessories > Chalks, Markers
258803	Allegro > Collections and Art > Handmade > Sewing > Sewing Accessories > Measures
258804	Allegro > Collections and Art > Handmade > Sewing > Sewing Accessories > Scissors and Knives
258806	Allegro > Beauty > Care > Face > Cosmetic appliances > Blackhead removers
258807	Allegro > Collections and Art > Handmade > Sewing > Sewing Accessories > Organizers, Thread Boxes
258813	Allegro > Electronics > Computers > Servers and Accessories > Server Accessories > Mounting Rails
258816	Allegro > Home and Garden > Construction Work and Equipment > Walls and Facades > Enamels
258819	Allegro > Home and Garden > Construction Work and Equipment > Walls and Facades > Decorative Panels
258822	Allegro > Home and Garden > Tools > Cleaning Equipment > Steam Mops
258823	Allegro > Home and Garden > Tools > Cleaning Equipment > Steamers
258824	Allegro > Home and Garden > Tools > Cleaning Equipment > Window Washers
258826	Allegro > Home and Garden > Tools > Cleaning Equipment > Other
258827	Allegro > Health > Medical equipment > Pulse meters and blood oxygen monitors
258836	Allegro > Home and Garden > Construction Work and Equipment > Walls and Facades > Insulation and Warming > Wool
258837	Allegro > Home and Garden > Construction Work and Equipment > Walls and Facades > Insulation and Warming > Mounting Foam
258838	Allegro > Home and Garden > Construction Work and Equipment > Walls and Facades > Insulation and Warming > Styrofoam
258839	Allegro > Home and Garden > Construction Work and Equipment > Walls and Facades > Insulation and Warming > Other
258840	Allegro > Home and Garden > Construction Work and Equipment > Air Conditioning and Ventilation > Chimney Caps
258841	Allegro > Home and Garden > Construction Work and Equipment > Air Conditioning and Ventilation > Insulation Tapes
258843	Allegro > Sports and Travel > Team Sports > Volleyball > Clothes > Sets
258845	Allegro > Sports and Travel > Team Sports > Volleyball > Nets
258849	Allegro > Kids > School Supplies > Knapsacks
258850	Allegro > Kids > School Supplies > Sack Bags
258851	Allegro > Kids > School Supplies > Kids' Fanny Packs
258852	Allegro > Kids > School Supplies > Kids' Luggage
258853	Allegro > Kids > School Supplies > Kids' Bags
258854	Allegro > Electronics > Phones and Accessories > Smartphones and Cell Phones > Asus > Other Models
258860	Allegro > Home and Garden > Construction Work and Equipment > Work at Heights > Ladders
258861	Allegro > Home and Garden > Construction Work and Equipment > Work at Heights > Domestics Steps and Ladders
258862	Allegro > Home and Garden > Construction Work and Equipment > Work at Heights > Scaffoldings
258876	Allegro > Collections and Art > Handmade > Sewing > Adhesives
258877	Allegro > Collections and Art > Handmade > Sewing > Tags, Inserts
258879	Allegro > Collections and Art > Handmade > Sewing > Strings
258900	Allegro > Automotive > Car Care Products > Washing and care > Tools and Accessories > Sprays and foams
258902	Allegro > Culture and Entertainment > Games > Social > Dice
258903	Allegro > Culture and Entertainment > Games > Social > Party
258912	Allegro > Sports and Travel > Team Sports > Handball > Adhesives and Glue Removers
258913	Allegro > Electronics > Audio, Video and Household Appliances > Freestanding Household Appliances > Refrigerated Display Cabinets
258920	Allegro > Fashion > Clothing, Shoes, Accessories > Pregnancy and Maternity > Pregnancy Underwear > Pyjamas
258922	Allegro > Fashion > Clothing, Shoes, Accessories > Pregnancy and Maternity > Pregnancy Clothing > Blouses
258927	Allegro > Fashion > Clothing, Shoes, Accessories > Pregnancy and Maternity > Pregnancy Clothing > Dresses
258930	Allegro > Fashion > Clothing, Shoes, Accessories > Pregnancy and Maternity > Pregnancy Clothing > Tunics
258939	Allegro > Collections and Art > Handmade > Sewing > Textiles
258941	Allegro > Collections and Art > Handmade > Sewing > Dyes, Paints, Markers
258954	Allegro > Collections and Art > Handmade > Modeling Pastes > Pastes
258961	Allegro > Collections and Art > Handmade > Sewing > Needles
258962	Allegro > Collections and Art > Handmade > Sewing > Fasteners
259001	Allegro > Collections and Art > Handmade > Decoupage > Decoupage Items > Chests, Trunks, Boxes
259002	Allegro > Collections and Art > Handmade > Decoupage > Decoupage Items > Decors
259005	Allegro > Collections and Art > Handmade > Decoupage > Decoupage Items > Car Mirror Accessories
259006	Allegro > Collections and Art > Handmade > Decoupage > Decoupage Items > Decorative Pendants
259009	Allegro > Collections and Art > Handmade > Decoupage > Decoupage Items > Tea Boxes
259011	Allegro > Collections and Art > Handmade > Decoupage > Decoupage Items > Other
259012	Allegro > Collections and Art > Handmade > Decoupage > Decoupage Items > Bookmarks
259067	Allegro > Electronics > Audio, Video and Household Appliances > Small Household Appliances > Kitchen > Water Filters > Tap and Undersink Filters
259069	Allegro > Electronics > Audio, Video and Household Appliances > Small Household Appliances > Kitchen > Water Filters > Reverse Osmosis Systems
259070	Allegro > Electronics > Audio, Video and Household Appliances > Small Household Appliances > Kitchen > Water Filters > Other
259075	Allegro > Business and Services > Industry > Machinery and equipment > Industrial automation > Metalworking > Welding > Welding machines and cutters
259076	Allegro > Business and Services > Industry > Machinery and equipment > Industrial automation > Metalworking > Welding > Welding masks
259079	Allegro > Business and Services > Industry > Machinery and equipment > Industrial automation > Metalworking > Welding > Electrodes and wires
259089	Allegro > Kids > Clothing > Baby Clothing > Bodysuit
259091	Allegro > Kids > Clothing > Baby Clothing > Creepers
259093	Allegro > Kids > Clothing > Baby Clothing > Pants
259094	Allegro > Kids > Clothing > Baby Clothing > Hats
259095	Allegro > Kids > Clothing > Baby Clothing > Sets
259096	Allegro > Kids > Clothing > Baby Clothing > Socks
259100	Allegro > Business and Services > Industry > Workwear and safety > Personal Protective Equipment > Knee protection
259119	Allegro > Collections and Art > Handmade > Scrapbooking > Accessories and Decorations > Other
259126	Allegro > Collections and Art > Handmade > Scrapbooking > Accessories and Decorations > Sticks
259128	Allegro > Collections and Art > Handmade > Scrapbooking > Accessories and Decorations > Pompoms
259129	Allegro > Collections and Art > Handmade > Scrapbooking > Accessories and Decorations > Raffia
259132	Allegro > Collections and Art > Handmade > Scrapbooking > Accessories and Decorations > Stickers, Decals, Tapes
259159	Allegro > Collections and Art > Handmade > Decoupage > Stands and supports
259161	Allegro > Collections and Art > Handmade > Decoupage > Decoupage Items > Toppers
259167	Allegro > Kids > Clothing > Pajamas, Bathrobes
259188	Allegro > Collections and Art > Handmade > Scrapbooking > Accessories and Decorations > Glitter
259286	Allegro > Kids > Clothing > Pants > Fabric
259287	Allegro > Kids > Clothing > Pants > Sweat Pants
259289	Allegro > Kids > Clothing > Pants > Jeans
259300	Allegro > Health > Personal Hygiene > Intimate Hygiene > Condoms
259302	Allegro > Health > Personal Hygiene > Intimate Hygiene > Preparations
259303	Allegro > Collections and Art > Handmade > Decoupage > Decoupage Items > Wood Slices
259304	Allegro > Collections and Art > Handmade > Decoupage > Decoupage Items > Standing Decorations
259317	Allegro > Business and Services > Industry > Workwear and safety > Clothing > T-shirts
259318	Allegro > Collections and Art > Handmade > Scrapbooking > Accessories and Decorations > Decorative and Florist Wires
259321	Allegro > Collections and Art > Handmade > Scrapbooking > Foam, Felt
259324	Allegro > Beauty > Care > Intimate hygiene > Sanitary napkins
259327	Allegro > Beauty > Care > Intimate hygiene > Feminine care washes
259328	Allegro > Beauty > Care > Intimate hygiene > Intimate wipes
259329	Allegro > Beauty > Care > Intimate hygiene > Other
259332	Allegro > Collections and Art > Handmade > Scrapbooking > Tools and Equipment > Scissors, Knives
259334	Allegro > Collections and Art > Handmade > Scrapbooking > Tools and Equipment > Decorative Punches
259335	Allegro > Collections and Art > Handmade > Scrapbooking > Accessories and Decorations > Decorative Elements
259342	Allegro > Kids > Clothing > Baby Clothing > Other
259344	Allegro > Kids > Toys > Dolls and Accessories > Dolls > Collectible Dolls > Tonner
259348	Allegro > Kids > Toys > Dolls and Accessories > Dolls > Baby Dolls > Other
259353	Allegro > Kids > Toys > Dolls and Accessories > Dolls > Baby Dolls > Baby Born
259355	Allegro > Kids > Toys > Dolls and Accessories > Dolls > Baby Dolls > Natalia
259356	Allegro > Kids > Toys > Dolls and Accessories > Dolls > Spanish Dolls
259367	Allegro > Kids > Toys > Dolls and Accessories > Clothes and Shoes
259368	Allegro > Kids > Toys > Dolls and Accessories > Doll Houses and Furniture > Doll Houses
259369	Allegro > Kids > Toys > Dolls and Accessories > Doll Houses and Furniture > Doll Furniture
259370	Allegro > Kids > Toys > Dolls and Accessories > Styling Heads
259371	Allegro > Kids > Toys > Dolls and Accessories > Doll Strollers
259374	Allegro > Kids > Toys > Dolls and Accessories > Dolls Accessories > Care Kits
259377	Allegro > Home and Garden > Tools > Protective Workwear > Gloves
259379	Allegro > Kids > Toys > Dolls and Accessories > Dolls Accessories > Other
259381	Allegro > Beauty > Care > Hair > Hair Sprays
259382	Allegro > Beauty > Care > Hair > Foam
259383	Allegro > Beauty > Care > Hair > Gel, gum, wax
259384	Allegro > Beauty > Care > Hair > Straightening
259385	Allegro > Beauty > Care > Hair > Powders
259386	Allegro > Beauty > Care > Hair > Shine and anti-frizz products
259387	Allegro > Beauty > Care > Hair > Heat protection
259390	Allegro > Beauty > Care > Hair > Hair rollers and curling rods
259391	Allegro > Beauty > Care > Hair > Dry shampoos
259392	Allegro > Beauty > Care > Hair > Vials, toners, scalp treatments
259393	Allegro > Collections and Art > Handmade > Scrapbooking > Glues, Adhesive Tapes
259395	Allegro > Kids > Toys > Figures > Other
259396	Allegro > Kids > Toys > Figures > Collectible Figures
259397	Allegro > Kids > Toys > Figures > Animals
259398	Allegro > Kids > Toys > Figures > Action Figures
259400	Allegro > Kids > Toys > Figures > Mini Figures, Packs
259401	Allegro > Kids > Toys > Figures > Cartoon Figures
259402	Allegro > Kids > Toys > Figures > Fantasy Figures
259403	Allegro > Business and Services > Industry > Workwear and safety > Health and Safety Materials > Cloths
259404	Allegro > Business and Services > Industry > Workwear and safety > Health and Safety Materials > Warning tapes and chains
259405	Allegro > Business and Services > Industry > Workwear and safety > Health and Safety Materials > Cones and poles
259408	Allegro > Culture and Entertainment > Coupons and Top-Ups > Gift Cards > Allegro Cards
259409	Allegro > Culture and Entertainment > Coupons and Top-Ups > Gift Cards > Other
259415	Allegro > Electronics > Computers > Optical Drives and Media > Media > Disc Accessories > Boxes
259425	Allegro > Electronics > Computers > Microphones and Headphones > Microphones
259426	Allegro > Electronics > Computers > Microphones and Headphones > Cordless Headphones
259427	Allegro > Electronics > Computers > Microphones and Headphones > Corded Headphones
259429	Allegro > Electronics > Audio, Video and Household Appliances > TV and Video > Home Cinema Sets
259430	Allegro > Electronics > Audio, Video and Household Appliances > TV and Video > Blu-ray Players
259431	Allegro > Electronics > Audio, Video and Household Appliances > TV and Video > Projectors > Devices
259432	Allegro > Electronics > Audio, Video and Household Appliances > TV and Video > Portable DVD Players
259434	Allegro > Electronics > Computers > Speakers
259436	Allegro > Electronics > Computers > Computer Components > Housings
259437	Allegro > Electronics > Computers > Computer Components > Power Supplies
259439	Allegro > Electronics > Computers > Cryptocurrency > Crypto Miners
259441	Allegro > Electronics > Computers > Cryptocurrency > Accessories
259446	Allegro > Electronics > Audio, Video and Household Appliances > TV and Video > DVD Players
259450	Allegro > Home and Garden > Construction Work and Equipment > Walls and Facades > Insulation and Warming > Pegs and Plugs
259452	Allegro > Collections and Art > Antiques and Art > Second-Hand Books > Magazines from 1951 to 1989
259464	Allegro > Health > Specialized Medical Equipment > Other Medical Equipment
259485	Allegro > Collections and Art > Antiques and Art > Second-Hand Books > Books from 1951 to 1989 > Art and culture
259490	Allegro > Health > Hospital and medical office equipment > Accessories
259494	Allegro > Health > Hospital and medical office equipment > Other
259499	Allegro > Kids > Toys > Anti-stress > Squeeze Toys
259502	Allegro > Kids > Toys > Anti-stress > Stress Dices
259509	Allegro > Collections and Art > Handmade > Handmade Items > Jewelry, Mercery, Accessories > Bracelets
259517	Allegro > Collections and Art > Handmade > Handmade Items > Textiles > Bed Covers and Duvets
259519	Allegro > Collections and Art > Handmade > Handmade Items > Textiles > Cushions
259523	Allegro > Collections and Art > Handmade > Handmade Items > Homeware > Mugs
259526	Allegro > Collections and Art > Handmade > Handmade Items > Homeware > Chests and Boxes
259528	Allegro > Collections and Art > Handmade > Handmade Items > Homeware > Trays, Breadboxes, Placemats
259533	Allegro > Collections and Art > Handmade > Handmade Items > Collectible Toys and Figurines > Other
25954	Allegro > Kids > Shoes > Babies
259542	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Mobile sandblasting machines
259543	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Sandblasting guns
259544	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Paint spray guns
259546	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Bodywork rods
259549	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Paint stands
25955	Allegro > Kids > Shoes > Slippers
259551	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Bodywork spatulas
259553	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Other
259554	Allegro > Automotive > Garage Tools and Equipment > Diagnostics and Measurements > Exhaust fumes analyzers
259558	Allegro > Automotive > Garage Tools and Equipment > Diagnostics and Measurements > Inspection mirrors
25956	Allegro > Kids > Shoes > Slides
259560	Allegro > Automotive > Garage Tools and Equipment > Diagnostics and Measurements > Pressure sensors
259561	Allegro > Automotive > Garage Tools and Equipment > Diagnostics and Measurements > Paint thickness gauges
259563	Allegro > Automotive > Garage Tools and Equipment > Diagnostics and Measurements > Multimeters
259566	Allegro > Automotive > Garage Tools and Equipment > Diagnostics and Measurements > Calipers
259567	Allegro > Automotive > Garage Tools and Equipment > Diagnostics and Measurements > Feeler gauges
259568	Allegro > Automotive > Garage Tools and Equipment > Diagnostics and Measurements > Thermometers, pyrometers
259570	Allegro > Automotive > Garage Tools and Equipment > Compressors and accessories > Filter Reductors
259571	Allegro > Automotive > Garage Tools and Equipment > Compressors and accessories > Compressor guns
259572	Allegro > Automotive > Garage Tools and Equipment > Compressors and accessories > Pneumatic quick disconnect couplings
259573	Allegro > Automotive > Garage Tools and Equipment > Compressors and accessories > Pneumatic hoses
259574	Allegro > Automotive > Garage Tools and Equipment > Compressors and accessories > Pressure switches
259581	Allegro > Automotive > Garage Tools and Equipment > Pneumatic tools > Pneumatic guns
25959	Allegro > Kids > Shoes > Sports
259591	Allegro > Automotive > Garage Tools and Equipment > Electrical tools > Electric wrenches
25960	Allegro > Kids > Shoes > Desert Boots and Derby Shoes
259602	Allegro > Automotive > Garage Tools and Equipment > Electrical tools > Other
259604	Allegro > Automotive > Garage Tools and Equipment > Standardized parts > Pegs
259605	Allegro > Automotive > Garage Tools and Equipment > Standardized parts > Connectrs
259609	Allegro > Automotive > Garage Tools and Equipment > Standardized parts > Bolts
259611	Allegro > Automotive > Garage Tools and Equipment > Air conditioning maintenance > Ozone generators
259612	Allegro > Automotive > Garage Tools and Equipment > Air conditioning maintenance > Air conditioning maintenance wrenches
259613	Allegro > Automotive > Garage Tools and Equipment > Air conditioning maintenance > Air-conditioning stations
259619	Allegro > Automotive > Garage Tools and Equipment > Wheels and tires maintenance > Inflators
259620	Allegro > Automotive > Garage Tools and Equipment > Wheels and tires maintenance > Wheel wrenches
259622	Allegro > Automotive > Garage Tools and Equipment > Wheels and tires maintenance > Tire patches
259623	Allegro > Automotive > Garage Tools and Equipment > Wheels and tires maintenance > Tread depth gauges
259624	Allegro > Automotive > Garage Tools and Equipment > Wheels and tires maintenance > Tire changers
259625	Allegro > Automotive > Garage Tools and Equipment > Wheels and tires maintenance > Pumps
259626	Allegro > Automotive > Garage Tools and Equipment > Wheels and tires maintenance > Wheel balancing machines
259627	Allegro > Automotive > Garage Tools and Equipment > Wheels and tires maintenance > Repair kits
259628	Allegro > Automotive > Garage Tools and Equipment > Wheels and tires maintenance > Other
259631	Allegro > Automotive > Garage Tools and Equipment > Engine maintenance > Tools for sealers
259633	Allegro > Automotive > Garage Tools and Equipment > Engine maintenance > Injector pullers
259634	Allegro > Automotive > Garage Tools and Equipment > Engine maintenance > Other
259644	Allegro > Automotive > Garage Tools and Equipment > Battery and electrical system maintenance > Battery testers
259645	Allegro > Automotive > Garage Tools and Equipment > Battery and electrical system maintenance > Boot devices (boosters)
259646	Allegro > Automotive > Garage Tools and Equipment > Battery and electrical system maintenance > Other
259651	Allegro > Business and Services > Office and advertising > Office equipment > Privacy filters
259659	Allegro > Automotive > Garage Tools and Equipment > Maintenance of oils, fuels and lubricants > Oil fill wrenches
259662	Allegro > Automotive > Garage Tools and Equipment > Maintenance of oils, fuels and lubricants > Drain bowls and sinks
259667	Allegro > Automotive > Garage Tools and Equipment > Maintenance of oils, fuels and lubricants > Fuel pumps
259668	Allegro > Automotive > Garage Tools and Equipment > Maintenance of oils, fuels and lubricants > Lubricant guns
259671	Allegro > Automotive > Garage Tools and Equipment > Maintenance of oils, fuels and lubricants > Oil Drains
259673	Allegro > Automotive > Garage Tools and Equipment > Maintenance of oils, fuels and lubricants > Other
259675	Allegro > Automotive > Garage Tools and Equipment > Engine maintenance > Tools for valve springs
259680	Allegro > Automotive > Garage Tools and Equipment > Brake system maintenance > Tools for brake clams
259683	Allegro > Automotive > Garage Tools and Equipment > Brake system maintenance > Flushing and bleeding brake fluid
259691	Allegro > Automotive > Garage Tools and Equipment > Suspension maintenance > Tools for levers and bushings
259693	Allegro > Automotive > Garage Tools and Equipment > Suspension maintenance > Pullers for bearings and hubs
259694	Allegro > Automotive > Garage Tools and Equipment > Suspension maintenance > Other
259695	Allegro > Beauty > Care > Hair > Brushes and combs > Brushes
259696	Allegro > Beauty > Care > Hair > Brushes and combs > Combs
259704	Allegro > Beauty > Care > Hair > Styling devices > Other
259706	Allegro > Kids > Toys > Figures > Game Figures
259707	Allegro > Collections and Art > Handmade > Handmade Items > Homeware > Candles
259708	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Garage lifts > Trolley jacks
259710	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Garage lifts > Bottle jacks
259711	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Garage lifts > Trapeze jacks
259714	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Garage lifts > Pneumatic jacks
259715	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Garage lifts > Other
259716	Allegro > Electronics > Phones and Accessories > Smartphones and Cell Phones > Apple > iPhone XS
259717	Allegro > Electronics > Phones and Accessories > Smartphones and Cell Phones > Apple > iPhone XS Max
259718	Allegro > Electronics > Phones and Accessories > Smartphones and Cell Phones > Apple > iPhone XR
259723	Allegro > Health > Specialized Medical Equipment > Diagnostics > Diagnostic Devices and Equipment
259730	Allegro > Health > Hospital and medical office equipment > Medical Furniture > Drip stand
259742	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Masking > Masking paper
259743	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Masking > Masking tapes
259745	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Abrasive materials > Polishing sponges
259746	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Abrasive materials > Sanding pads
259747	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Abrasive materials > Sandpaper
259748	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Abrasive materials > Abrasive fabric
259749	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Abrasive materials > Grinding wheels
259750	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Abrasive materials > Other
259752	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Paint mixing > Painting cups
259754	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Paint mixing > Other
259755	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Windows maintenance > Disassembling lanyards
259756	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Windows maintenance > Windows glass knives
259758	Allegro > Automotive > Garage Tools and Equipment > Bodywork and painting > Windows maintenance > Glass holders
259765	Allegro > Automotive > Garage Tools and Equipment > Electrical tools > Accessories > Cutting discs
259766	Allegro > Automotive > Garage Tools and Equipment > Electrical tools > Accessories > Grinding wheels
259768	Allegro > Automotive > Garage Tools and Equipment > Electrical tools > Accessories > Other
259772	Allegro > Automotive > Garage Tools and Equipment > Pneumatic tools > Accessories > Impact caps
259778	Allegro > Automotive > Garage Tools and Equipment > Standardized parts > Fuses
259785	Allegro > Automotive > Garage Tools and Equipment > Maintenance of oils, fuels and lubricants > Oil pumps > Hand pumps
259786	Allegro > Automotive > Garage Tools and Equipment > Maintenance of oils, fuels and lubricants > Oil pumps > Electric and pneumatic pumps
259788	Allegro > Automotive > Garage Tools and Equipment > Engine maintenance > Testers and probes > Compression pressure probes
259791	Allegro > Automotive > Garage Tools and Equipment > Engine maintenance > Testers and probes > Injector testers
259792	Allegro > Automotive > Garage Tools and Equipment > Engine maintenance > Testers and probes > Other
259793	Allegro > Automotive > Garage Tools and Equipment > Drive system maintenance > Swivel tools > Swivel pullers
259796	Allegro > Automotive > Garage Tools and Equipment > Drive system maintenance > Timing tools > Timing pullers
259798	Allegro > Automotive > Garage Tools and Equipment > Drive system maintenance > Timing tools > Timing locks
259804	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Welding, plasma cutting > Welding machines for plastic
259807	Allegro > Sports and Travel > Bicycles and Accessories > Parts > Brakes > Side-pull Caliper Brakes
259808	Allegro > Home and Garden > Lighting > Lamps > Pendant Lamps
259809	Allegro > Home and Garden > Lighting > Lamps > Floor Lamps
259810	Allegro > Home and Garden > Lighting > Lamps > Desk Lamps
259811	Allegro > Home and Garden > Lighting > Lamps > Table Lamps
259812	Allegro > Home and Garden > Lighting > Lamps > Ceiling Domes and Half Domes
259813	Allegro > Home and Garden > Lighting > Lamps > Wall Lamp
259814	Allegro > Home and Garden > Lighting > Lamps > Spotlights, Wall and Ceiling Floodlights
259815	Allegro > Home and Garden > Lighting > Lamps > Water Ponds
259816	Allegro > Home and Garden > Lighting > Lamps > Other
259818	Allegro > Collections and Art > Handmade > Handmade Items > Bookmarks
259836	Allegro > Collections and Art > Handmade > Jewelry - Intermediate Products > Jewelry Making Sets
259859	Allegro > Collections and Art > Handmade > Jewelry - Intermediate Products > Natural Beads > Wooden
259867	Allegro > Collections and Art > Handmade > Jewelry - Intermediate Products > Glass Beads > Other
259871	Allegro > Collections and Art > Handmade > Jewelry - Intermediate Products > Glass Beads > Pears, Beads
259874	Allegro > Collections and Art > Handmade > Jewelry - Intermediate Products > Glass Beads > Czech
259879	Allegro > Health > Specialized Medical Equipment > Sterilization and Disinfection > Other
259880	Allegro > Health > Specialized Medical Equipment > Sterilization and Disinfection > Ultrasonic Cleaners, Disinfectants
259882	Allegro > Health > Specialized Medical Equipment > Sterilization and Disinfection > Sanitizers
259885	Allegro > Health > Specialized Medical Equipment > Sterilization and Disinfection > Autoclaves, Sterilizers
259887	Allegro > Health > Hospital and medical office equipment > Medical Clothing and Footwear > Other medical clothing
259898	Allegro > Health > Hospital and medical office equipment > Disposable Products > Surgical Masks
259899	Allegro > Health > Hospital and medical office equipment > Disposable Products > Disposable gloves
259900	Allegro > Health > Hospital and medical office equipment > Disposable Products > Shoe covers
259903	Allegro > Health > Hospital and medical office equipment > Disposable Products > Catheters, Drains, Probes
259907	Allegro > Health > Hospital and medical office equipment > Disposable Products > Syringes
259908	Allegro > Health > Hospital and medical office equipment > Disposable Products > Other
259924	Allegro > Automotive > Garage Tools and Equipment > Electrical tools > Battery-powered screwdrivers
259926	Allegro > Automotive > Garage Tools and Equipment > Electrical tools > Drills > Manual impact drills
259929	Allegro > Automotive > Garage Tools and Equipment > Electrical tools > Electric grinding machines > Eccentric grinders
259933	Allegro > Automotive > Garage Tools and Equipment > Pneumatic tools > Pneumatic wrenches > Impact wrenches
259936	Allegro > Automotive > Garage Tools and Equipment > Pneumatic tools > Pneumatic grinding machines > Angular grinders
259937	Allegro > Automotive > Garage Tools and Equipment > Pneumatic tools > Pneumatic grinding machines > Eccentric grinders
259938	Allegro > Automotive > Garage Tools and Equipment > Pneumatic tools > Pneumatic grinding machines > Belt grinders
259955	Allegro > Health > Specialized Medical Equipment > Dentistry and Prosthetics > Dental Materials
259965	Allegro > Health > Specialized Medical Equipment > Surgery > Kidney Dishes, Surgical Trays
259966	Allegro > Health > Specialized Medical Equipment > Surgery > Medical Suction Devices
259983	Allegro > Automotive > Car Care Products > General fluids > Air conditioning agents
259984	Allegro > Fashion > Clothing, Shoes, Accessories > Costumes, Masks > Face, Body, Hair Paint
259985	Allegro > Health > Specialized Medical Equipment > Rescue services > Other
260	Allegro > Culture and Entertainment > Music > CDs > Jazz, Swing
260003	Allegro > Culture and Entertainment > Coupons and Top-Ups > Games > Microsoft Xbox Game Pass
260008	Allegro > Collections and Art > Handmade > Handmade Items > Homeware > Radiation Protection
260010	Allegro > Collections and Art > Handmade > Handmade Items > Haberdashery, Accessories > Keychains
260016	Allegro > Electronics > Computers > Computer Components > Cooling and Upgrading > Other
260019	Allegro > Electronics > Computers > Computer Components > Graphics Cards
260020	Allegro > Electronics > Computers > Accessories (Laptop, PC) > TV and SAT Tuners
260021	Allegro > Electronics > Computers > Accessories (Laptop, PC) > Webcams
260022	Allegro > Electronics > Computers > Network Devices > IP cameras
260026	Allegro > Electronics > Computers > Computer Components > Cooling and Upgrading > Graphics Card Cooling
260029	Allegro > Electronics > Computers > Computer Components > Cooling and Upgrading > CPU Cooling
260031	Allegro > Electronics > Computers > Computer Components > Cooling and Upgrading > Lighting Elements
260032	Allegro > Electronics > Computers > Computer Components > Cooling and Upgrading > Grilles and Mesh
260036	Allegro > Electronics > Computers > Computer Components > Cooling and Upgrading > Panels and Readers
260037	Allegro > Electronics > Computers > Computer Components > Cooling and Upgrading > Thermal Conductive Pastes and Tapes
260038	Allegro > Electronics > Computers > Computer Components > Cooling and Upgrading > Heat Sinks
260040	Allegro > Electronics > Computers > Computer Components > Cooling and Upgrading > Fans
260041	Allegro > Electronics > Computers > Computer Monitors > Monitors
260043	Allegro > Electronics > Computers > VR Devices > VR Headset
260044	Allegro > Electronics > Computers > VR Devices > Accessories
260046	Allegro > Electronics > Computers > Accessories (Laptop, PC) > Video Cards and Recorders > Recorders and Grabbers
260048	Allegro > Electronics > Computers > Computer Components > Cooling and Upgrading > Water Cooling > Other
260049	Allegro > Electronics > Computers > Computer Components > Cooling and Upgrading > Water Cooling > Sets
260052	Allegro > Electronics > Computers > Computer Monitors > Parts and Accessories > Stands and Shelves
260053	Allegro > Electronics > Computers > Computer Monitors > Parts and Accessories > Signal Splitters
260054	Allegro > Electronics > Computers > Computer Monitors > Parts and Accessories > Mounts
260056	Allegro > Electronics > Computers > Computer Monitors > Parts and Accessories > Other
260065	Allegro > Health > Specialized Medical Equipment > Laboratory > Other
260070	Allegro > Health > Specialized Medical Equipment > Laboratory > Chemical Reagents
260090	Allegro > Health > Specialized Medical Equipment > Laboratory > Laboratory Consumables > Containers, Jars, Boxes
260100	Allegro > Health > Specialized Medical Equipment > Laboratory > Lab Devices and Equipment > Stirrers
260102	Allegro > Health > Specialized Medical Equipment > Laboratory > Lab Devices and Equipment > Incubators, Dryers
260111	Allegro > Automotive > Tires and Rims > Rims > Other Vehicles
260123	Allegro > Kids > Toys > Dolls and Accessories > Dolls > Baby Dolls > New Born Baby
